start	end	text
256619	259538	But if there's something written up somewhere that you have
259518	261287	We can write that up for you.
262272	265107	Yeah we can do that.
265559	268735	Krishna, do you want to say anything about yourself at all?
268715	271992	I'll just quickly introduce myself and my background.
271972	277780	I started out my career as a software developer way back at Oracle.
277760	281475	And then that was right after grad school.
282232	285441	science masters and then I decided I was going to work at Oracle.
285421	289204	It was a great place to be and practice all the software.
289184	293946	back then, you know, practices that had learned in grad school and all that.
294398	297034	After that, I decided I wanted to work at
297301	302687	small medium sized companies and I have since then worked at many different companies
302667	308678	I also got an MBA and moved away from software engineering software development.
308658	312913	into more the client side of the business where
312893	318027	You talk to customers, you talk to users of your software,
318293	322178	figure out what the pain points are, and then you
322158	325975	then I would go talk to the engineering teams and say,
325955	327046	the requirements.
327450	329772	That's broadly speaking what I do.
329752	334345	But there's a lot more of that to the product function.
334325	339188	The thing that is most relevant here is
339168	344520	Since about 2013, I have been involved in
344500	349515	Agile teams and agile means
349799	351221	Many different things do.
351622	356569	every company that tries to practice it.
356549	359573	And there's many variations of
359553	365344	There is no correct agile leverage from what I have seen in my
365324	368362	14 years of doing this.
368804	370997	But it's really something that
370977	375402	you know, you adopt and it works for your
375382	379485	your internally team, as well as your clients that you serve.
379465	382222	finance and economy, one client.
382242	385341	There's many other clients in your company.
385861	390387	So, but the key elements of this is trying to,
390367	393390	For all our additional conversations,
393370	398790	that we had last time, it seems like there's a little frustration in the minds of
398770	404680	accounting and finance in terms of what they are getting versus what they thought they asked
404660	407577	There's a gap, it seems like.
408543	410333	And what I've...
410313	413539	experienced prior
413519	416830	teams is the product function.
416810	421943	the product manager, my role is really to be the go between you guys
421923	427731	and the clients and what that means is I am talking to these folks, the clients,
427711	431528	on a fairly regular basis, and regular is the key thing.
431508	434532	You know, regularly I go talk to them,
434512	438498	get a sense of, hey, what are your pain points with what you're using right now?
438518	439645	What's not working?
439625	443003	what is working what do we need to change right
442983	446631	And I translate those conversations into
448147	450887	agile speak, which worked for you guys.
450927	451592	So, you know,
451572	453361	What are the user personas?
453381	454506	What are the epics?
454687	457380	What are the user stories in these epics?
457833	459642	What are the examples criteria?
460124	463843	Can you put together a UX and a markup of what
463823	465500	this thing should look like.
466369	468147	And then we
468127	471150	work together, you guys in the room and myself,
471130	476128	and we put them back to develop what these guys want.
476108	477859	And then what?
478321	480837	The word regular will keep coming up.
480857	481883	It's really key.
481863	486709	that gap between what they think they asked for and what they got.
486689	491029	That gap should not exist, and it really didn't.
491009	496885	keep coming up from time to time because people, if you have a conversation on day one,
496865	502875	And on day 45, you deliver something to these clients
502855	506554	that's a lot of days that have passed between
506534	509946	what they thought they wanted and what they think they're getting.
509926	513209	So that gap needs to reduce.
513230	515143	So what I mean by that is, okay,
515393	520847	If you do sprints, is it a two-week sprint, is it a week sprint, whatever it is,
521232	526669	coming up with an iterative development process where
526649	532660	Even if you haven't completely delivered all of the bells and whistles, all the buttons in the UI,
532640	535714	you at least give them
536268	540017	a UI that has the
539997	543291	major elements in it so that they can start looking at it
543271	547290	after the first week after the second week whatever it is and i'm talking to them
547793	549518	every week, let's say.
549835	555053	And so the best way to think of that is iterative versus incremental.
555033	559474	This is a classic, and if you Google it, you'll find it.
559454	564368	the Mona Lisa painting, there's two ways to develop the Mona Lisa painting.
564348	569397	One is the iterative process where you draw an outline of the entire
569377	571069	Mona Lisa in the painting.
571815	574172	And then that's the first prop
574152	576284	from the spring, first spring.
576304	580146	But then every subsequent spring you start to fill it out.
580126	585057	You put more colors in paintings and color the hair.
585037	586452	the face and all that stuff.
587200	588938	But the client
589357	594912	sees that initial drop from the first sprint and they're like,
594892	600042	There's no gap between what they thought they wanted versus what they're starting to get.
600022	605509	And so in each subsequent spread, you iterate through and you start building out the painting.
605489	609103	And at the end of it, they see what they've got.
609083	610555	Now, that's one approach.
610575	613660	The other approach is Iker Metal, where you tape the top left
613640	618064	of the Mona Lisa painting, you fill in all the details of, you know,
618044	621263	her face or maybe just the face, right?
621283	622249	In the first break.
622229	625708	but none of the other parts of the painting.
625688	630501	And then you show that to the client and they're like, wait a minute, this is not what I asked for.
630481	632674	So the gap starts to develop, right?
632856	636357	So that's my long-winded way of saying,
636337	640592	My role here will be to help you guys get some kind of a process
640572	645874	where we start to do an iterative process
645854	651865	delivery to these clients so that there is no gap or if there is a gap it is fairly quickly
651845	654123	fixed block.
654143	655493	That's the point.
655473	661433	from the initial conversation that may seem like the pain point in the process but you know
661413	666006	That's my value add here, so I'll stop talking.
665986	671912	Any thoughts or any reactions?
671892	677295	That sounds great, honestly.
677275	679969	We could definitely use some more structure like that.
680411	683286	I think the thing that I'm curious about most
683266	687302	is seeing how this will fit into our team
687282	693073	I think a lot of the teams here deal with this but like I think for ours it's
693053	696398	Worst is that we support, I guess,
696378	700583	probably like three or four main groups of users, which I guess
700563	706388	about the finance side of things, but we also deal with some of the HR stuff and sales.
706368	710910	I'm just kind of curious how that's gonna look with like sprints and stuff whenever we have
710890	714268	Lots of tiny little things to do on all these different apps and different
714248	717795	times versus working on one big feature or epic at a time?
717775	719568	I'm kind of curious, I guess.
720192	722790	So I think we want to start small.
723040	728190	So what I mean by that is if right now you're saying the finance and economy is
728170	730097	that client is
730634	735970	the most hopeful, let's say, the one that's had and that's been
736321	739868	make the most noise, let's start with acting, right?
740050	744137	focus on what their needs are or what their
744117	749892	are and focus on trying to
749872	752625	internally, our process
752858	758869	setting it up so that we can reduce this gap between what they think they ask for and what they
758849	761410	when they get it, what they think they have asked for.
761632	762902	That gap needs to
762882	766041	come back and we need to get rid of that gap.
766021	769486	And the way we're gonna do that is, well, I'm jumping ahead.
769506	771964	I have to value your process and all that stuff.
771944	775192	we need to get that gap reduced.
775212	776402	So let's start with that.
776382	779440	And yes, you're serving more than one client.
779541	781110	I'm going to just use the word client.
781090	783243	you know, user groups.
784310	786966	And then once we have this working
786946	792957	prove this as a proof point, this process that we're putting in place works.
792937	794047	this client.
794107	797496	Now let's then go find the next client.
797476	799610	and then refine.
799872	803335	So starting small would be the best way to do this.
803315	808414	And, you know, we'll find that we have to, each iteration, I don't know
809407	812920	So every sprint, we have a retrospective.
812900	815923	We stop and say, hey, what worked?
815903	819061	what did not work, what needs to change, right?
819081	820328	And what are we,
820865	825188	There's three questions we ask, and so we ask those questions.
825168	830183	of ourselves and then go around the room and just
830939	835228	take that feedback and tweak the process and go to the next spring.
835208	838087	that is going to be useful.
838168	841168	And so once we have something working for one
841148	844189	client, then we go off and
844169	848728	work with the next team, next team, next team.
848708	849923	roll this out.
850875	852171	In terms of
852151	854206	of the product management function.
854306	856542	I've mentioned this to Christopher as well.
856792	860558	I am one person and I have only so many hours with you guys.
860538	865958	We may bring in more faults, but let's first prove this as a process that it works.
866275	871763	Then we can look at rolling this out of other teams and other clients.
871743	873257	Does that make sense?
873539	874851	Yeah.
874831	880048	Just to add to that something that we're keeping in mind as a
880028	885178	an overall team, I say team,
885158	889600	I guess is better used for that.
889580	893329	The team structure is and has been
893309	896215	the way it has been for how many years now?
896296	897345	Four or five?
897325	901446	We're open-minded on if
901426	905327	the team structure the way it is currently
905307	909512	housed to where we have roughly four
909492	912516	I guess three or four guys on each team.
912496	915790	that will work on this group of applications.
915770	920802	If it makes more sense to do it a different way, whether it's
920782	924058	just blowing it all up and not have teams and just.
924038	929323	kind of give a project to a certain amount of people or developers or
929303	934015	it down into smaller teams to where they're focused more on certain things.
933995	936793	We're open to anything like that.
936853	939550	So just keep that in your mind if we're
939530	944022	if we get into talking about these things and you notice that
944002	947363	like the ones that are more vocal,
947343	953252	are always going to be the ones that get their applications worked on the most.
953232	955211	think about it a little bit different on the team side.
956059	957775	Absolutely.
957755	963057	the advantage of just doing this small approach is
963712	968406	you've got an existing, the analogy I use is,
968386	972177	You're on a cruise in the middle of the Pacific.
972197	973367	You're on a ship.
973347	979003	and you're trying to change an engine part because there's something not working on this.
979743	982638	But the ship needs to keep going.
982920	984488	So you cannot just stop the ship
984468	986710	replace the entire engine and then start again.
986832	988892	You have to keep cruising.
989125	995085	So you take a small part of that engine, you replace it, and then hopefully that
995065	1000587	satisfies the people on deck that were complaining about that engine park.
1000567	1005902	You don't want to have to stop everything or start plugging things willy-nilly
1005882	1008341	where everybody on desktop is complaining.
1008381	1010880	So you don't want all your client teams
1010860	1016466	getting mad at you and let's just take a really small piece
1016446	1019824	and replace that engine in
1019804	1022039	the middle of your cruise, so.
1022825	1024617	Yeah, and that makes sense.
1024597	1029595	But but yeah, thank you that you can stand back once we have
1029575	1035585	one or two or three clients happy with whatever process we end up with.
1035565	1040479	then we can step back and say, is there a more efficient way to deliver
1040459	1045204	what these clients are asking for and maybe the
1045184	1050317	arrange the teams or broader process but that's
1050550	1052528	It's just like small.
1052669	1053658	That works.
1053638	1059649	Just going through some of the lists that you sent out in the meeting invite.
1059629	1065353	We are getting you an account set up and a VM to remote into to kind of look at
1065333	1069825	everything we have, so that'll be shortcoming.
1070783	1076794	The next one was walk through existing functionality and how people want to get into that.
1076774	1078362	Go ahead.
1079005	1079105	Yeah.
1079125	1082059	I think this may have to wait for a little bit,
1082039	1085828	Basically, what I'm trying to do is get my arms around all of this stuff.
1085869	1087763	The people, the processes,
1087743	1092758	the technology, what you guys have built on, all that stuff.
1092738	1098748	Once I have the login, maybe you can, once I have the setup, maybe something.
1098728	1101752	even if you could walk me through what's, you know,
1101732	1106310	what they're using, the client, the accounting team?
1106410	1106511	Yeah.
1106491	1110021	And then I also want to dive into the process that
1110001	1114003	your team is using, you know,
1113983	1117682	Adam, you mentioned you guys use Jira as well.
1117662	1122880	if i can get my content here i would look at uh you know
1123147	1129157	And then we also have it synced up to the DevOps side where these guys mainly work out of.
1129137	1135148	And we also have a Confluence knowledge base.
1135128	1140075	We have a confluence knowledge base that's tied into that as well.
1140477	1144767	And do the clients take a look at the confidence pages at all?
1144747	1147423	No, those are mostly internally for now.
1147463	1149998	Okay.
1151378	1156073	I don't know if we really have any KBs out there for that kind of stuff.
1156053	1160359	Yeah, those are mostly just internal for us as developers.
1161824	1165017	Okay, so in terms of community,
1165705	1169303	maybe this is diving into the process now, but
1170110	1173741	when you either you've got
1173721	1177065	certain set of features that economy wants now,
1177552	1182162	Could you talk a little bit about the process that exists now
1182378	1186363	Yeah, currently, usually what we'll do is
1186343	1190970	Most most of the time, you know the clients like reach out to me and
1190950	1195965	and they'll kind of explain what they want and we'll talk through it and stuff and then I will go
1195945	1199560	either onto JIRA, we've started using that more now,
1199540	1204048	or sometimes directly into DevOps, but we'll create the work items there like user stories or
1204028	1207170	issues, you know, depending on what it is.
1207150	1211423	I'll communicate, like, so our team, the finance team,
1211403	1217413	meet like every morning around I think 8.30 we kind of discuss like what we're working on currently and
1217393	1220738	what we did the day before.
1220718	1224737	that's usually when we'll kind of like figure out who's going to work on what and
1224717	1228281	We'll just put that into an iteration, but we don't have like a very,
1228261	1231285	I guess structured process.
1231265	1235048	We tried on our most recent project to follow something
1235028	1238305	more agile, like where we did sprints, like we did like one month sprints.
1238285	1242979	But typically we just kind of work on these as they come in and then we'll group.
1242959	1248548	group up a couple of like issues or user stories together into one release and then push it out and
1248528	1254538	Usually at that point we'll communicate either over teams or phone call with the users and let them know that that's out.
1254518	1258555	Just diving into the actual intake itself,
1258855	1263820	So the client folks know to contact you.
1263800	1266612	You're the point of contact for things that they want.
1266935	1267380	Yeah.
1268002	1269848	And so they just call you?
1270092	1271025	Not anymore.
1271005	1276105	I'm trying to get away from that.
1276085	1279193	Which that flow is part of like
1279173	1282821	What we were reaching out to you for like look at this
1282801	1285926	what Ethan described and that flow had been
1285906	1290499	I mean, detrimental might be an overstatement, but it really impacted
1290479	1293823	his personal workflow and his team's workflow.
1293803	1298025	We've been trying to move that up like what Adam has said Scott's been doing.
1298005	1303999	he and his team are triaging those calls, but a lot of the
1303979	1309990	migration to that hasn't been super smooth with the with the user base because they
1309970	1315238	they have this feeling that really Ethan's the only person they can talk to and so
1315218	1319558	so what's ended up happening a lot of times they'll call Scott and Scott will attempt to
1319538	1323726	troubleshoot the problem and at the end of the day they'll just say we need to talk to Ethan.
1324043	1327827	And just growing pains on knowledge.
1327807	1331877	So we're working on trying to like, and Scott's been doing a great job on
1331857	1335117	gathering as much information as he can to kind of
1335097	1338846	I guess prime Ethan for what's coming.
1338826	1342407	but we haven't quite made that transition yet to where
1342387	1345292	Ethan's not having to feel so much of that himself.
1345964	1351975	And Scott, how often do you meet with these folks, with the client team, the accounting folks?
1351955	1354199	You mean, oh, I haven't yet.
1355290	1356058	So you haven't?
1356038	1360041	It's basically when they're calling is when we're meeting them.
1360477	1364277	I don't really have a good working relationship with most of them.
1364257	1369710	I have been to some of the plants and some of the teams, but not all of them.
1370348	1371274	Okay.
1371294	1376325	The accounting folks specifically, how often do they...
1376727	1379751	Yes, they're the ones that are most vocal right now, but
1379731	1381444	How often do they vocalize?
1381565	1383801	I'm trying to get a sense of, you know,
1383781	1386796	the actual intake process in detail.
1386816	1389690	Do they just call you Ethan every day?
1389670	1392880	I mean, it's like.
1392860	1397858	how often they run into a problem.
1397838	1402161	They don't usually put in tickets as soon as they run into an issue.
1402141	1405165	call directly and ask to speak to me.
1405145	1408168	or sometimes Psy now, but
1408148	1412472	Yeah, I'd say it depends, but anywhere from
1412452	1416673	three to 20 times a week, it just really depends.
1416653	1421196	But yeah, sometimes it'll be seven or eight times in a single day.
1421817	1424963	And they won't use emails to communicate, right?
1424983	1426495	It's basically phone calls.
1426475	1428548	Yes, that's their preferred guess.
1428568	1431507	Yes, we're trying to get
1431487	1433518	them to go through me.
1434283	1436012	Right now they call one number
1435992	1441075	and it comes to Adam or I, and we get an issue put in,
1441055	1442524	if they'll explain it to us.
1443712	1446610	Many times it will be, I just need to talk to Ethan.
1446590	1452027	So I've been trying to keep notes on those types of things and
1452007	1457157	when I can ahead of time to keep a history of what's going on.
1457508	1460748	And for minors, those calls could be anything, too.
1460788	1462337	Yeah, absolutely.
1462317	1465341	It could be like almost a network down.
1465321	1469070	issue that they're experiencing that really needs to be looked at now.
1469050	1473604	It could be something they're thinking of on the current most recent release.
1473684	1474369	It could be
1474349	1478368	little thing that's bugging them or it could just be a hypothetical like hey
1478348	1480206	what if we decide to do this, is that doable?
1480508	1481760	I mean, it can range.
1481740	1483199	of any of those things.
1483220	1484983	Or even sometimes,
1484963	1489639	Just like, hey, can you write me a query, like a SQL query that will find this information?
1489659	1490224	Sure.
1490385	1490687	Yeah.
1490667	1493860	Yeah, one time I had a call that was like,
1493840	1499766	Jordan literally just fixed it right as I answered the call, so it was great.
1499746	1503597	I mean that is
1503577	1509115	natural behavior to them i mean even for us if we have some credit card issue
1509095	1510836	that charge cord
1511744	1516911	by some reason we just want to get to the direct person and
1516891	1521602	get it resolved instead of writing emails or chatting through a customer.
1521582	1521984	Right.
1522044	1524356	We have that avenue, that's what they want.
1524779	1524879	Yeah.
1524899	1527593	They get requests through email, Teams, Slack.
1527573	1531592	There are various ways this happens.
1531572	1534917	it will bypass the initial triage intake.
1534897	1538815	I'll say that's been a hurdle for us like doing in-house
1538795	1543202	any in-house IT since as long as I've been here is that
1543975	1548855	Anytime I've tried to operate or do something like an IT shop would
1548835	1552062	do like a third party IT shop providing a service.
1552042	1557073	where we kind of set up the contractual guidelines and we define the flow.
1557053	1560752	It's been a struggle here because
1560732	1566743	I'm not saying we're not on the same team, we are all on the same team, but there's this tendency to believe that
1566723	1570860	any sort of structure or hierarchy we want to
1570840	1575349	put in is a roadblock to us really working together.
1575329	1581053	We all work for WW, so if the accounting team has a question, they should just be able to call
1581033	1584192	to any developer they want because we're all working
1584172	1587685	the same team, we have a team dedicated to them.
1587665	1593675	And so as soon as we put in any structure of like, well, you need to call this number or email this ticket in,
1593655	1597202	It's, well, no, that's impacting my workflow,
1597182	1601640	So I'm not going to do that because we're all on the same team here in Europe.
1601620	1602894	You see what I mean?
1604309	1605117	We've had trouble offering it.
1605097	1608559	operating as a software shop and I'm not saying we should
1608539	1611647	operate everything as if we're a third party.
1611627	1614988	We've hit resistance there in the past.
1615407	1618903	That is a big problem because it's not
1618883	1622515	Yes, it impacts the client's workflow,
1622950	1628758	On the flip side, it is affecting Ethan and all the delivery teams.
1628738	1634175	It's affecting your workflow if you are working on something and get interrupted, right?
1634476	1638563	It's not an optimal situation.
1638543	1643659	probably because we may have to take this offline to bubble this up.
1643639	1647675	This is a process change.
1647942	1650966	that will need to get signed up from
1650946	1654662	And that's what I would hope that at the end of the day, I feel like if we
1654642	1659066	If we do like what you described well and we build out this product
1659046	1663943	product management system well yeah i think that a lot of the other
1663923	1666947	Because, I mean, they're not hard enough.
1666927	1667512	to work with.
1667573	1671790	I mean they easily acknowledge that they want to be respectful of these guys time just as
1671770	1675333	So that they're not,
1675313	1681324	problematic in that sense, but I think that that gap in expectations you were talking about
1681304	1687315	I feel like if we can close that and really do product management well and customer service well, I think that it will
1687295	1689650	it will alleviate a lot of the other issues.
1689751	1691905	And like you said, the regular communication,
1691885	1697119	if they're being regularly heard and their needs are being addressed and questions being answered,
1697099	1703110	I think that a lot of the other stuff will slowly make itself not an issue anymore
1703090	1703317	you
1703782	1704425	Absolutely.
1704445	1709792	So this, Scott, you're driving the free route too, right?
1709772	1710000	you
1710768	1716205	That is a really good idea because you want to separate out the
1716185	1722195	Network down versus, you know, network is up and running, but this button is not doing what it's supposed to do.
1722175	1725539	versus I want a new button.
1725559	1728017	You can split them up into three categories of
1727997	1733333	burning building, something that currently, the plumbing is broken, fix it right now.
1733313	1736590	versus you know so you know those
1736570	1741686	That is an absolutely critical part of the intake when we need them to
1741666	1743319	buy into that process.
1743742	1745415	It's great that you guys are already
1745395	1747714	think about that and put that in place.
1748218	1750275	So that process needs to
1751285	1756114	be adhered to it needs to not jump into hey get ethan on the phone that is
1756094	1757779	Ethan is not available anymore.
1757880	1759118	He's left the building.
1759098	1762712	That's gonna be difficult, but we'll get there, I think.
1762692	1763720	I'm joking.
1764002	1766965	Obviously, yeah.
1766945	1770407	That intake process is really key.
1770387	1775318	you need to free up Ethan and their team to have even more
1775956	1780228	rational list of, hey, here's all the stuff we priyaged it.
1780208	1783333	this brain, you gotta do this work, right?
1783313	1787130	Well, if Ethan left the building, who is that?
1787110	1788138	Yeah.
1789529	1789912	Right?
1790073	1792210	Yeah, there's a lot of that.
1792190	1798200	That's why I like having triage and product management as these
1798180	1804191	like you said, with intake between the rest of the company, all the clients and the engineers
1804171	1805446	and the dev team.
1805870	1807853	I think if we implement that,
1807833	1810813	And and they're satisfied with what the deliverables are.
1810894	1812223	I don't think it will be.
1812203	1815045	I think it will move away from like, is Ethan here?
1815085	1815831	Oh, no, Ethan.
1815851	1816516	What about Cy?
1816536	1817242	What about Jacob?
1817322	1817927	I think that.
1817907	1821522	if they know that when they come into triage or product development,
1821502	1827293	they know they're cared for and they're going to get what they need, then they, I think it will take care of itself.
1827273	1829082	And maybe I'm too idealistic.
1829142	1832659	I would like to give a small input on this topic.
1833803	1836827	for what I have for seven good months.
1836807	1840793	I feel like what we are lacking is one service team.
1840773	1845079	because we have development team but their queries
1845059	1849821	if they can be addressed by a dedicated service team,
1849801	1855170	to answer those service calls, that would help our workflow a lot.
1855150	1860182	That's going to take some of that building that confluence in the haunch base out.
1860162	1864907	so that we can handle some more of those issues instead of
1865697	1869970	So I know there are things that come in that just need a script run.
1869950	1875319	If that can be taken care of in triage, that's going to help a lot.
1875535	1880095	And we've got priorities in there that we're starting to implement now as well, but I don't feel like
1880075	1883115	the users really get it.
1883095	1887756	They just feel like, okay, if I put everything in as high priority, it'll just get done fast.
1887736	1889204	Yeah.
1889385	1893065	Does that give you enough of a snapshot, Krishna, of like the workflow?
1893085	1893628	No, this is good.
1893608	1895240	So this is good.
1895904	1897999	I think what I would want to do is to
1897979	1901070	you know, value of the triage process as well as Scott.
1901050	1905137	And then with Ethan on the back end side,
1906282	1911718	detail about that, JIRA and all of that stuff, the systems.
1911698	1917658	But I am getting a good flavor of where the issues with problems
1917638	1920525	I appreciate that this was just so overwhelming.
1920545	1921050	So yeah.
1921030	1922731	But yeah, this is good.
1922751	1924594	I think this is a good discussion.
1924574	1930585	It's not just important for us in the delivery side to have a process.
1930565	1933757	It's very important for the clients to follow
1934817	1936307	It's communication, right?
1936368	1939832	Right now, it's a small company,
1939812	1940661	But it's not.
1940762	1943410	It's a fairly big team here, right?
1943390	1949400	and it's no longer the case that you can just pick up the phone, call Ethan and say, hey, this thing is broke.
1949380	1953433	We have to have some
1953413	1957433	rational processes that everybody follows and conveys.
1957413	1962985	if the conference, and I'm just throwing this out, before I, in accounting,
1962965	1968486	feel like calling Ethan, maybe I take a look at this conference page and do a little
1968466	1971895	diagnostic myself and say, hey, I'm seeing
1971875	1976923	This error message, let me check if there's something on the Confidence page that talks about that.
1977275	1979629	And so maybe I can help, self help.
1979649	1981902	Maybe I can fix my own problem.
1981882	1987335	Instead of having to call Ethan and say,
1987315	1989087	and see if there's any points out ahead.
1989107	1991563	This has already been documented in all this space here.
1991946	1993073	Go take a look at that.
1993053	1998321	So maybe that kind of a self-help process would be the first point.
1998301	2003738	for those classes of problems where network is down or
2003718	2005156	Uh...
2005878	2008373	you know, the plumbing is broke.
2009218	2011129	If it's an enhancement request, maybe
2011109	2013913	I in the accounting team just go to
2015142	2021085	and I submit an enhancement request, you know, maybe the form could be made fairly simple enough for me to,
2021538	2022335	Understand.
2022922	2028645	And so that work, that intake process, I'm sort of offloading it.
2028625	2033303	what Krishna is suggesting is, you know, sharing that responsibility with the client teams
2033283	2038078	giving them enough tools to diagnose themselves,
2038430	2041453	B submit requests themselves.
2041433	2044761	If that doesn't work, then maybe
2044741	2047765	Scott and the triage team might get on the phone with him.
2047745	2049595	But never call Ethan.
2049615	2050861	Don't bug Ethan.
2050882	2051786	He's in a sprint.
2052168	2053435	That's the God.
2053415	2058463	You know, once the sprint starts lockdown, they might let us even roll on our available.
2058443	2063745	Because the work has been identified for that spring, and that is all they're going to do.
2063725	2067728	maybe there's a very urgent request that maybe
2067708	2073297	changes the spring backlog, but once the spring backlog has been defined,
2073800	2077165	No more, no more, no more.
2077185	2078072	You're getting one of them.
2078052	2080766	Just told him that I got fired.
2080967	2084063	Just told him, yeah, we don't have a finance team anymore.
2084043	2087508	Will I go by aliases?
2087750	2088535	Yeah.
2088515	2094171	But you know, those are some ideas we need to explore,
2094151	2098930	Can we give these client teams some tools that a
2099635	2101444	have less than help themselves.
2101863	2105798	and be for burning situations, right?
2105778	2110843	And then B, if they want something in the future, like an enhancement request,
2111212	2115788	They submitted themselves and it goes to Scott and he looks at it and says,
2116780	2121542	you know, yeah, this is a valid and that's my request.
2121522	2125305	engages with the submitter to say, what do you mean?
2125285	2127380	by what you said, maybe.
2127420	2131026	And so we flesh that out as a user story,
2131006	2133765	build a mock-up based on whatever they're looking for.
2134429	2136443	And then we'd say, yeah,
2136423	2141472	There's this set of 10 announcement requests that have come in.
2141452	2144543	Now we've got to prioritize them for the next break.
2144928	2147952	So that's the kind of work me and you spot.
2147932	2151985	I'm looking at us both as the product management team, the product team,
2151965	2154780	who are going to be interfacing with the client teams.
2155243	2157756	Ethan Moller talks to the client teams.
2157736	2159206	being a little extreme here.
2159609	2161401	But the point is, once you
2161381	2164405	lockdown, Ethan and the team don't get interrupted.
2164385	2168202	Once the sprint is over, there's a small window where, yes,
2168182	2172741	Ethan takes a phone call or two but really we need to get away from that mindset of
2172721	2176290	get on the phone with Ethernet team, that's not going to work, right?
2176310	2177500	That's not going to scale.
2177699	2182900	And so maybe get on the phone with Scott.
2183453	2186562	but it all just have
2187149	2191489	getting on the phone should only be sort of last resort but
2191874	2197159	the network is down or something is just completely not working, then yeah, you call Scott because
2197139	2200365	I cannot email or I cannot, you know,
2200345	2203369	I send this live, team message or whatever it is.
2203349	2206973	But you know, and there is a regular cadence.
2207114	2209107	Scott meets with the client
2209087	2214304	We have folks every week, or however often he doesn't, right?
2214284	2218185	And that's when they tell them, here's all of this stuff that
2218655	2224665	it's not working i want new stuff whatever it is and every week we
2224645	2227888	look at the stuff that they've given us from the past week,
2227868	2231061	We organize it, categorize it.
2231041	2236596	feed into the spring backlog, and then we communicate back to the plant team and say,
2237251	2239229	This is what we heard from you guys.
2239249	2241085	This is our plan to address it.
2241672	2246822	look for this thing to come out in the next two weeks, whatever it is, right?
2246802	2249910	So that is the intake process.
2249890	2255074	to address the vocal clients who are
2255358	2259968	dissatisfied, but it would require change from both the
2259948	2264794	client site as well as for Skype.
2265196	2270430	But yeah, just getting on the phone a week in a manner of something is not working and team.
2270410	2274630	that's the thing that we need to break.
2274650	2276117	The triage thing is,
2276502	2279982	absolutely the step in the right direction.
2282071	2284847	But yeah, this is good.
2284867	2286597	I'm getting a sense of it.
2289277	2292773	This is supposed to be, in my mind, this is supposed to be an introduction.
2292753	2296249	You're getting a good intro.
2296229	2300232	We're actually planning a little bit.
2301848	2303826	So what I want to do is
2304211	2309547	Adam, you'll be setting me up with the accounts or someone will be setting me up with the accounts and stuff like that.
2309527	2311151	Yeah, they're working on that today.
2311923	2313233	Okay, great.
2313253	2316718	So then I can look forward to, you know,
2316698	2321140	one-on-one calls, Adam, Ethan, Scott,
2321120	2325780	that you want to pull in, but I want to stop the intake process
2325760	2326929	How's that working?
2327292	2328381	The triage process.
