start	end	text
418177	421200	isn't going to line up because we're going
421180	425267	have some that are that have been terminated that they're not going to have in their system
425247	427815	They're just going to drop off of our test file.
428234	429964	So we'll just try and get it.
430206	432439	We'll send this next one as it
433448	439459	could be the production file, the first one.
439439	443104	Um...
445784	447819	How's everything going on your end?
448061	449230	I've seen a few...
449210	455220	Yeah, I think I've got a lot of those label issues fixed.
455200	460435	Yeah, it's just kind of random things down.
460853	462578	How's the
466760	469820	I forgot the name.
469840	471792	The phone thing or the emergency thing.
472109	475352	Oh, I think we're going to add the new building.
475805	479100	Friday, I think that's what their plan is.
479120	479908	Okay, cool.
479888	482375	So yeah, that's all over there.
482698	483992	Did they get fans yet?
484394	487671	Oh, yeah, I think they've got a couple.
487651	490945	One at least, I know, in that area.
491313	494742	Let me talk about those big old fans.
495464	499163	It makes a difference for sure.
500206	502268	I guess they're calling the building eclipse.
503227	504112	Really?
505218	505339	Yeah.
505359	507410	Is the other one Shiloh?
507430	509119	I don't know I guess so.
509504	513388	That's what Jenny said and that's what they called it in the
513368	518198	InformaCast and Label and Eclipse.
519089	521204	But Charlotte's going to be moving over there, right?
521768	522352	I don't know.
522493	523319	Yeah, I guess so.
523339	524205	That's the plan.
524185	528677	I was talking to Corey about it and he didn't, he was kind of weirded out about it too because
528657	530687	It's eventually going to be Shiloh, but... Right.
531310	533622	Because eventually an aspect of it, right?
533602	535677	Yeah, I think so.
535798	538498	We may have some name changes later, I don't know.
538478	540591	Hopefully that's easy to do.
541668	545957	Let's go in there and, okay, this building's that, this building, okay, done.
548485	552649	I don't think it's very easy in the network because they have to do subnets.
553112	554057	Oh, right, yeah.
556585	558518	It just depends on how they have them named.
558659	562242	If they've named them generically, then it shouldn't be a problem.
563099	566224	Yeah.
567436	571540	We should just go with like building, bigger building, bigger building.
571520	574830	Building A, Building B, Building C.
574810	579792	If you run out of letters, you've got your company too big.
581425	585141	Chris, you got anything interesting right now?
585458	588330	I know you have a couple cabin order ones that are...
589289	595165	Yeah, I tested the changes he did and everything seemed good, so I'm just running the rest of the tests to make sure nothing else
595145	599400	Yeah, we pushed that one out at two yesterday and everything seemed fine.
600798	606252	A little bit after this meeting, we'll be sending you a Checksmith.
606232	607828	to test.
607848	610656	We finally wrapped up yesterday.
610636	616647	got an actual bank statement file from Jordan and we ran it through both side by side and everything worked.
616627	617436	Great.
617456	620308	So, we're done.
620288	624645	Did we all, did we figure out the whole like new ACH?
624625	629640	No, last I heard Jordan,
629873	634585	I got to where I could figure out how to
634565	638179	recreate the file he had been sending them, we have like,
638159	640637	options to change all that in the accounting program.
641544	643579	But at that point, Jordan said, I guess
643559	648169	the bank that they're working with had reached out to like another
648723	653485	that they're associated with that was gonna see if they could process the ACH for them.
653465	657274	The way we head with the old place.
657294	658362	Yeah, I guess.
658342	663660	Or if they could at least provide some more info on why our ECH wasn't working.
663640	666512	I haven't heard anything, it's been like a week.
667454	671932	And did I hear he called about the 401k change?
671952	672537	Yeah.
672517	675760	We're going to have to make a change
675740	679776	But he said it's not until October, and all we have to do is just add
679756	684028	an extra column onto the file that they export.
684008	687332	That just has if employees are part-time or not.
687352	689386	That's all it sounds like we'll have to do.
689406	689648	That's good.
691366	694390	I don't know if they'll need a one-time
694370	698112	to import everybody, or if that's something they could just transfer between the companies.
698534	700043	Which I assume they can, since they're
700023	703907	bringing over all of the amount and all that stuff.
705760	708582	which means function alone.
712325	713830	Um...
718012	721086	I will fill you guys in.
721066	727077	moving forward and we'll talk about this a little bit more on Monday when everybody's here
727057	732342	Thursdays, Scott's gonna start running meetings because
733334	736412	He's gonna get more technical with it.
737397	738805	He's gonna show...
739325	743007	more of the boards and we'll go through how
742987	747630	we're going to standardize things or try to.
748589	754380	but he's going to take the lead on coordinating all of the PR he has.
754360	758835	coordinated to all the triage type stuff.
760300	763965	We just want to get some stuff in place that
764772	770783	that we can go off of to make sure that stuff doesn't go stale or make sure that
770763	775575	stuff is getting out in a reasonable time and we're
775555	778579	to a place where we can start
778559	782545	learning, documenting things to take stuff off of your plate.
782525	785869	So that's kind of what this Thursday meeting is going to be about is
785849	790258	just, it's going to be ticket based.
790279	791708	Mondays will be just
791688	794632	What are we gonna be trying to push out for the week?
795498	796265	What are we working on?
796285	797091	Whatever.
797071	803065	But then the Thursday one we'll just focus on tickets, which we kind of do already.
803045	808532	But he'll get more detailed and we'll still keep it as short as we can.
808512	810000	Just...
811280	815755	but that'll take one thing off of my plate.
816173	817221	I'm happy to do it.
817584	821695	We've got like over 200 issues out there now.
822147	824305	Really all we're trying to do is keep it from getting stale.
825131	826200	Just keep it current.
826180	832191	and that's one reason if you guys have seen the periodic emails coming through with
832171	837625	Like the ones that have been over a year, that just haven't been touched yet.
837605	842552	If you had any of those, you'll get an automated email once a month.
842532	846957	First of every month they should come through.
846937	850045	And the plan is, once those are
850025	853690	either commented, the status has changed, or just
853670	857503	somebody's updated them in some way to say, yes, I know that's here.
858192	862633	then that'll fall off the list and as that gets smaller,
862613	866498	then we can reduce that time back to a more reasonable
866478	868374	Because a year is kind of a long time.
869483	871257	So we'll kind of feel that out.
871237	876420	Well another thing that we have been talking about too
879472	884368	So those are based off of anything that's active, right?
884348	889498	Well, yeah, if it hasn't been
890626	893717	if it's not closed, resolved,
893697	898577	and there has been no updates in 365 days.
898912	904365	An update could be anything from a status change to a comment or
904666	908668	Assigning it to someone for that matter.
908648	914659	But so we can mess around with some of the statuses too and that monitoring status
914639	916701	that we have in Jura.
917373	922388	if we flip it to monitoring, like if there's a ticket that
923515	926539	may or may not ever get done.
926519	930420	It may be something that they would like to have, but it's not
930400	934521	ever going to end up at the top of the list.
935480	939735	We could set that to monitoring, which will put it on hold in DevOps.
939985	944460	And then we can have a bucket of those, so I can free it up.
944440	946536	a time where we're just looking for stuff.
946556	950063	We can look on those on hold and then flip them back to active winter.
950043	956053	We could even explore some of the priorities on there as far as
956033	958753	if something is lowest priority,
960421	963580	that could be something else we could trigger off of.
963982	966702	low or lowest priorities might have a different
967306	970330	threshold and high level.
970310	973772	or highest priority or medium priority.
973752	977756	we could experiment with those thresholds and throw that into that query pretty easy.
977797	979527	Yeah, and really, I mean,
979979	984066	when we were putting some of those boards together just to show
984046	989382	what's out there, we were just focused on highs just because we know that they need those.
989362	993330	but the mediums most of the time are
994070	997887	pretty well needed also.
998558	1002983	That's what the Thursday meetings will go.
1002963	1006088	streamline it.
1006878	1011775	get it to where they're more visible to us and like i said we're just trying to take some
1011755	1013348	some of the pressure off of you guys.
1013408	1016533	That way we keep eyes on it if you can.
1018353	1022313	And we don't get caught off guard when somebody calls in and goes, hey, what's this?
1022815	1024363	We're like, I haven't heard of that.
1024343	1025832	All right.
1027330	1031687	Especially when someone's out, like this week, we've got a lot of people out.
1032545	1036047	Yeah, Jordan doesn't like whenever me and Chris are both happy.
1036168	1038100	Oh yeah, he was not happy that day.
1039953	1040702	Can't really help.
1040722	1041127	Luckily.
1042018	1043010	Yeah, luckily.
1042990	1048798	Because originally I was supposed to be out all this week and I didn't know that Chris was going to be out also.
1050601	1054249	That worked out kind of, although he called on Monday when I was out.
1056440	1060290	We got that calendar on the triage board, so that helps.
1060270	1061558	We keep that updated.
1062222	1064678	Yeah, I need a new one.
1068050	1070237	Okay.
1070257	1071512	Andrew you got anything fun?
1072403	1078363	I have one fun thing and one semi, exciting thing.
1078715	1080912	Well, I think this is fun.
1081381	1085046	but people have been discovering
1085026	1088657	hogs, wild hogs in California.
1088637	1092014	When they open them up, they have neon blue meat.
1092175	1094648	All their meat looks like Smurf color.
1094628	1098478	At least the top layer of it does.
1098458	1102056	and it turns out that
1102036	1107490	there is a hog poison which is basically just a strong
1107470	1113480	rat poison and to prevent people from
1113460	1117227	basically getting secondhand poisoning.
1117207	1123217	they put a strong dye in it so that when the hogs eat the meat,
1123197	1128617	they will be like solid blue and apparently it gives them green tea too.
1128597	1130153	but, um,
1131061	1133093	Yeah, so I didn't know that was a thing.
1133133	1133716	That makes sense.
1134118	1136532	Yellow and blue make green.
1136782	1138827	Ann is...
1139228	1144497	just warframe, which is an anti-clodian agent that people take.
1144814	1150572	but it's just a very strong dose that kills rats and I guess hogs.
1151395	1153508	The...
1155749	1160680	We were debating on the web team if there was no prisoner involved
1160660	1164898	but you've just managed to get that blue dye into somebody's food,
1164878	1168813	would they turn like Smurf blue?
1169114	1171650	Seems like you'd have to eat a lot of it.
1172636	1173522	Yeah.
1174126	1180137	And the semi-exciting fact is the CHAP GBT-5 is supposed to be released
1180117	1186127	at noon, but only for people paying the $200 a month thing.
1186107	1191342	they're gonna roll it out to other people in like the next two weeks.
1192132	1194024	That's neat.
1194044	1197788	I used ChetGPT yesterday to
1197768	1199320	I just wanted to see what it would do.
1199360	1203492	So I started feeding it dump files and graphs and all sorts of things.
1203472	1205607	And I was really surprised.
1205667	1209010	It was pretty spot on with what Blake has been telling me.
1208990	1212251	a lot of the problems with the application I'm testing.
1212855	1214747	It flagged just about every one of them.
1214727	1220738	That's pretty good, it's recognizing what a person does.
1220718	1224045	I was impressed.
1224515	1227272	I've never really known what to do with a dump file either.
1227292	1229344	I throw it into...
1229999	1235470	Visual Studio and look at it and I still really don't completely understand what I'm looking at.
1236074	1237976	The GPT is able to explain it.
1238967	1239756	It's pretty neat.
1242757	1245891	Oh, and the thing about turning blue.
1247016	1248683	When my daughter was...
1249405	1250111	in a high chair.
1250696	1252470	She loved carrots and sweet potatoes.
1252510	1254083	That's about all she would eat.
1254063	1257137	She literally turned orange.
1257893	1261862	Yeah, we've had a couple orange babies before.
1263395	1266773	Andrew, what do you know about
1267259	1270536	Okay, this is going back to my test on Monday.
1270516	1274434	So I get there and
1275106	1281066	Well, okay, so all I knew about stress tests was I got to get on the treadmill and they got to monitor me.
1281046	1282440	Right?
1282460	1285369	Gotta see what my heart's doing when I'm stressed.
1286159	1290313	Well, they give me an IV as soon as I get there.
1290293	1294195	And say we're going to inject you with this nuclear
1294175	1296942	substance.
1296962	1298295	I was like, what?
1298630	1302413	Nuclear sounds bad.
1302393	1308015	after I had to sit there for an hour,
1307995	1311559	for I guess it to go through my system
1311539	1316115	Then they get readings on it or whatever because they sent me through another
1316939	1322494	Almost like an MRI machine that just watches it, but it all glows inside of you.
1322474	1326156	And that's what they watch in the thing that's going around you.
1326929	1330965	But I said, oh, it's just a low dose of,
1330945	1335026	You're clear, whatever.
1335509	1336011	Stay closed.
1335991	1340415	It still doesn't sound good.
1340800	1345191	Next fact, I want to know more about this nuclear die.
1345525	1347964	or whatever it is.
1348024	1348971	I just like to imagine
1348951	1354962	that the stress test, you're like on the treadmill and there's just like an army drill sergeant screaming in your ear the whole time.
1354942	1356606	She was an old lady.
1356768	1357965	She was great.
1357945	1363585	other than when she was taking all the stickers off of me she was not gentle
1363852	1366133	Yeah, I thought I did great.
1366497	1368495	I was on there for like six minutes.
1368880	1373343	And then the doctor comes in and he said, you didn't last very long on the treadmill.
1374127	1374891	She stopped it.
1374871	1380797	My heart wasn't liking it, but I was doing fine.
1380777	1385674	They took me off, I guess, when the pressure got up too high.
1390109	1390636	But.
1391982	1396034	Andrew Graham next, hopefully next Friday is my assumption.
1396054	1397284	Assumption.
1397855	1401688	That's how much we have now.
1403187	1406953	Okay, thanks guys.
1406933	1410739	At least you got to do the treadmill.
1410760	1411122	I didn't.
1411102	1412549	Couldn't do the treadmill.
1413052	1414841	My mom didn't get on it either.
1414861	1417112	Yeah, did they do the chemicals?
1417092	1418144	stress test on her.
1418164	1420774	Nope, they just took her blood pressure in.
1420754	1425246	They did a chemical stress test on my mom.
1425226	1426456	Yeah, I've heard about those.
1426476	1428028	That's what I thought I was getting.
1428048	1428975	Oh, yeah.
1428955	1430051	I'm like, I don't know.
1430092	1431979	I think I'd rather do the treadmill.
1431959	1436822	I did something about laying in bed and then my heart just taken off would be really unsettling.
1438895	1441580	Yeah, I was kind of glad I did this trip.
1442165	1443336	It wasn't hard.
1444042	1447656	just walking, just raised and lowered.
