start	end	text
1082022	1085847	What I'm trying to do is to get my arms around all of this stuff.
1085888	1087780	The people, the processes,
1087760	1092758	the technology, what you guys have built, all that stuff.
1092738	1098748	Once I have the login, maybe you can, once I have the setup, maybe something.
1098728	1101752	even if you could walk me through what's, you know,
1101732	1106306	what they're using, the client, the accounting team?
1106427	1106528	Yeah.
1106508	1110021	And then I also want to dive into the process that
1110001	1114003	your team is using, you know,
1113983	1117682	Adam, you mentioned you guys use Jira as well.
1117662	1122880	if i can get my content here i would look at uh
1123147	1129157	And then we also have it synced up to the DevOps side where these guys mainly work out of.
1129137	1135148	And we also have a Confluence knowledge base.
1135128	1140092	We have a confluence knowledge base that's tied into that as well.
1140460	1144902	And do the clients take a look at the conference pages at all?
1144882	1147420	No, those are mostly internally for now.
1147480	1149998	Okay.
1151378	1156090	I don't know if we really have any KBs out there for that kind of stuff.
1156070	1160359	Yeah those are mostly just internal for us as developers.
1161824	1165000	Okay, so in terms of community,
1165705	1169303	maybe this is diving into the process now, but
1170110	1173741	when you either you've got
1173721	1177099	certain set of features that economy wants now
1177535	1182212	Could you talk a little bit about the process that exists now
1182378	1186347	Yeah, currently, usually what we'll do is
1186327	1190970	Most of the time, the clients will reach out to me
1190950	1195965	and they'll kind of explain what they want and we'll talk through it and stuff and then I will go
1195945	1199560	either onto JIRA, we've started using that more now,
1199540	1204048	or sometimes directly into DevOps, but we'll create the work items there like user stories or
1204028	1207170	issues, you know, depending on what it is.
1207150	1211423	I'll communicate, like, so our team, the finance team,
1211403	1217413	meet like every morning around I think 8.30 we kind of discuss like what we're working on currently and
1217393	1220738	what we did the day before.
1220718	1224754	that's usually when we'll kind of figure out who's gonna work on what
1224734	1228281	we'll just put that into an iteration but we don't have like a very
1228261	1231285	I guess structured process.
1231265	1235048	We tried on our most recent project to follow something
1235028	1238305	more agile like where we did sprints like we did like one month sprints
1238285	1242979	But typically we just kind of work on these as they come in and then we'll group.
1242959	1248565	group up a couple of issues or user stories together into one release and then push it out and
1248545	1254555	Usually at that point we'll communicate either over teams or phone call with the users and let them know that that's out.
1254535	1258572	Just diving into the actual intake itself,
1258855	1263820	So the client folks know to contact you.
1263800	1266892	You're the point of contact for things that they want.
1266912	1267397	Yeah.
1267985	1269791	And so they just call you?
1269831	1271008	Not anymore.
1270988	1276105	I'm trying to get away from that.
1276085	1279193	Which that flow is part of like
1279173	1282821	What we were reaching out to you for like look at this
1282801	1285926	what Ethan described and that flow had been
1285906	1290499	I mean, detrimental might be an overstatement, but it really impacted
1290479	1293823	his personal workflow and his team's workflow.
1293803	1298025	We've been trying to move that up like what Adam had said Scott's been doing.
1298005	1303999	he and his team are triaging those calls, but a lot of the
1303979	1309990	migration to that hasn't been super smooth with the with the user base because they
1309970	1315238	they have this feeling that really Ethan's the only person they can talk to and so
1315218	1319558	so what's ended up happening a lot of times they'll call Scott and Scott will attempt to
1319538	1323709	troubleshoot the problem and at the end of the day they'll just say, we need to talk to Ethan.
1324043	1327810	Just growing pains on knowledge.
1327790	1331877	And so we're working on trying to like, and Scott's been doing a great job on
1331857	1335117	gathering as much information as he can to kind of
1335097	1338846	I guess prime Ethan for what's coming.
1338826	1342407	but we haven't quite made that transition yet to where
1342387	1345326	Ethan's not having to feel so much of that himself.
1345947	1351958	And Scott, how often do you meet with these folks, with the client team, the accounting folks?
1351938	1354200	Oh, I haven't yet.
1355291	1356058	So you haven't?
1356038	1360041	It's basically when they're calling is when we're meeting them.
1360477	1364260	I don't really have a good working relationship with most of them.
1364240	1369710	I have been to some of the plants and some of the teams, but not all of them.
1370348	1371275	Okay.
1371295	1376292	The accounting folks specifically, how often do they
1376727	1379751	Yes, they're the ones that are most vocal right now, but
1379731	1381445	How often do they vocalize?
1381566	1383784	I'm trying to get a sense of, you know,
1383764	1386275	the actual intake process in detail.
1386757	1389690	How do they just call you Ethan every day?
1389670	1392880	I mean, it's like.
1392860	1397841	how often they run into a problem.
1397821	1402161	they don't usually put in tickets like as soon as they run into an issue usually they will
1402141	1405165	call directly and ask to speak to me.
1405145	1408168	or sometimes Psy now, but
1408148	1412488	Yeah, I'd say it depends, but anywhere from...
1412468	1416673	three to 20 times a week, it just really depends.
1416653	1421213	But yeah sometimes it'll be seven or eight times in a single day.
1421800	1424966	And they want to use emails to communicate, right?
1424986	1426478	It's basically phone calls.
1426458	1426941	Yeah.
1427082	1428511	That's their preferred guess.
1428532	1428833	Yes.
1429337	1431692	We're trying to get
1431672	1436012	them to go through me right now they call one number
1435992	1441075	and it comes to Adam or I, and we get an issue put in,
1441055	1442505	if they'll explain it to us.
1443713	1446593	Many times it will be, I just need to talk to Ethan.
1446573	1452027	So I've been trying to keep notes on those types of things and
1452007	1457157	when I can ahead of time to keep a history of what's going on.
1457508	1460506	And for minors, those calls could be anything, too.
1460788	1462337	Yeah, absolutely.
1462317	1465341	It could be like almost a network down.
1465321	1469070	issue that they're experiencing that really needs to be looked at now.
1469050	1473604	It could be something they're thinking of on the current most recent release.
1473684	1474369	It could be
1474349	1478368	little thing that's bugging them or it could just be a hypothetical like hey
1478348	1480204	what if we decide to do this, is that doable?
1480506	1481777	I mean, it can range.
1481757	1483814	of any of those things.
1483834	1484983	Or even sometimes like,
1484963	1489639	Just like, hey, can you write me like a query, like a SQL query that will find this information?
1489679	1490042	Sure.
1490385	1490687	Yeah.
1490667	1493860	Yeah, one time I had a call that was like,
1493840	1499766	Jordan literally just fixed it right as I answered the call, so it was great.
1499746	1503597	I mean that is
1503577	1509115	natural behavior to them i mean even for us if we have some credit card issue
1509095	1510836	that charge cord
1511761	1516911	by some reason we just want to get to the direct person and
1516891	1521585	get it resolved instead of writing emails or chatting through a customer.
1521565	1524842	They have that avenue, that's what they want.
1524902	1527576	They get requests through email, Teams, Slack.
1527556	1531592	There are various ways this happens.
1531572	1534917	it will bypass the initial triage intake.
1534897	1538832	I'll say that's been a hurdle for us like doing in house
1538812	1543219	any in-house IT since as long as I've been here is that
1543975	1548855	Anytime I've tried to operate or do something like an IT shop would
1548835	1552062	like a third party IT shop providing a service.
1552042	1557073	where we kind of set up the contractual guidelines and we define the flow.
1557053	1560752	It's been a struggle here because
1560732	1566743	I'm not saying we're not on the same team, we are all on the same team, but there's this tendency to believe that
1566723	1570860	any sort of structure or hierarchy we want to
1570840	1575332	put in is a roadblock to us really working together.
1575532	1581475	We all work for WW, so if the accounting team has a question, they should just be able to call and talk to
1581455	1584953	any developer they want because we're all working for the same team.
1584973	1585696	They're dedicated.
1585777	1587465	We have a team dedicated to them
1587445	1593456	And so as soon as we put in any structure of like, well, you need to call this number or email this ticket in,
1593436	1597202	It's, well, no, that's impacting my workflow.
1597182	1601623	So I'm not going to do that because we're all on the same team here.
1601603	1602877	You can see what I mean.
1602937	1603281	It's not.
1604312	1605100	We've had trouble offering.
1605080	1608559	operating as a software shop and I'm not saying we should
1608539	1611647	operate everything as if we're a third party.
1611627	1614988	We've hit resistance there in the past.
1615390	1618887	That is a big problem because it's not
1618867	1622548	Yes, it impacts the client's workflow.
1622950	1628775	On the flip side, it is affecting Ethan and all the delivery teams.
1628755	1634142	It's affecting your workflow if you are working on something and get interrupted, right?
1634510	1638563	It doesn't, it's not an optimal situation.
1638543	1643659	probably because we may have to take this offline to bubble this up.
1643639	1647793	This is a process change.
1647773	1650797	that will need to get signed up from
1650777	1654662	And that's what I would hope that at the end of the day I feel like if we
1654642	1659066	If we do like what you described well and we build out this product
1659046	1663943	product management system well yeah i think that a lot of the other
1663923	1666947	Because, I mean, they're not hard enough.
1666927	1667510	to work with.
1667570	1671773	I mean they easily acknowledge that they want to be respectful of these guys time just as
1671753	1675333	So they're not, they're not
1675313	1681324	problematic in that sense, but I think that that gap in expectations you were talking about
1681304	1687315	I feel like if we can close that and really do product management well and customer service well, I think that it will
1687295	1689650	it will alleviate a lot of the other issues.
1689751	1691905	And like you said, the regular communication,
1691885	1697170	if they're being regularly heard and their needs are being addressed and questions being answered,
1697150	1703160	I think that a lot of the other stuff will slowly make itself not an issue anymore
1703140	1703287	you
1703782	1704425	Absolutely.
1704445	1709792	So this, Scott, you're driving the reality, right?
1709772	1710000	you
1710751	1716205	That is a really good idea because you want to separate out the
1716185	1722195	Network down versus, you know, network is up and running, but this button is not doing what it's supposed to do.
1722175	1725537	versus I want a new button.
1725558	1728034	You can split them up into three categories of
1728014	1733333	burning building something that currently you know the plumbing is broken fix it right now
1733313	1737940	Versus, you know, so that is an absolutely
1737920	1743525	critical part of the intake when we need them to buy into that process.
1743505	1747862	It's great that you guys are already thinking about that and put that in place.
1748078	1750258	So that process needs to
1751302	1756114	be adhered to, it needs to not jump into, hey, get Ethan on the phone.
1756094	1757779	Ethan is not available anymore.
1757880	1759118	He's left the building.
1759098	1762729	That's going to be difficult, but we'll get there, I think.
1762709	1763738	I'm joking.
1764222	1766965	I'm just .
1766945	1770407	That intake process is really key.
1770387	1775301	you need to free up Ethan and their team to have even more
1775990	1780228	rational list of, hey, here's all this stuff, we priaged it,
1780208	1783317	this brain, you gotta do this work, right?
1783297	1787130	Well, if Ethan left the building, where who is that?
1787110	1788139	Right?
1788219	1792193	Yeah, there's a lot of that.
1792173	1797255	And that's why I like having triage and product management
1797235	1801963	as these buffers between, like you said, with intake between the rest of the
1801943	1805608	all the clients and the engineers and the dev team.
1805588	1811548	I think if we implement that and they're satisfied with what the deliverables are, I don't think it will
1811528	1814839	I think it will move away from like as Ethan said
1814819	1817927	here, oh no Ethan, what about Si, what about Jacob, I think that
1817907	1821522	if they know that when they come into triage or product development,
1821502	1827310	they know they're cared for, and they're going to get what they need, and I think it will take care of itself.
1827290	1829180	And maybe I'm too idealistic.
1829200	1832659	I would like to give a small input on this topic.
1833803	1836827	for what I have for seven good months.
1836807	1840793	I feel like what we are lacking is one service team.
1840773	1845079	because we have development team but their queries
1845059	1849821	if they can be addressed by a dedicated service team,
1849801	1855170	to answer those service calls, that would help our workflow a lot.
1855150	1860165	That's going to take some of that building that confluence knowledge base out.
1860145	1864992	so that we can handle some more of those issues instead of
1865697	1869835	So I know there are things that come in that just need a script run.
1869815	1875285	If that can be taken care of in triage, that's going to help a lot.
1875535	1880095	And we've got priorities in there that we're starting to implement now as well, but I don't feel like
1880075	1883115	the users really get it.
1883095	1887756	They just feel like, okay, if I put everything in as high priority, it'll just get done fast.
1887736	1893595	yeah so does that give you enough of a snapshot krishna
1893575	1895211	This is good.
1895918	1897999	I think what I would want to do is to
1897979	1901070	you know, value of the triage process as it's done.
1901050	1905137	And then with Ethan on the back end side,
1906265	1911718	detail about the app, you know, JIRA and all of that stuff, the systems and
1911698	1917642	But I am getting a good flavor of where the issues with problems
1917622	1921050	My piece of dishes is so overloaded.
1921030	1922730	But yeah, this is good.
1922810	1924611	I think this is a good discussion.
1924591	1930602	It's not just important for us in the delivery side to have a process.
1930582	1933791	It's very important for the clients to follow
1934817	1936307	It's communication, right?
1936368	1939832	Right now, it's a small company,
1939812	1940681	But it's not.
1940762	1943410	It's a fairly big team here, right?
1943390	1949400	and it's no longer the case that you can just pick up the phone, call Ethan and say, hey, this thing is broke.
1949380	1953433	We have to have some
1953413	1957433	rational processes that everybody follows and conveys.
1957413	1962985	if the conference, and I'm just throwing this out, before I, in accounting,
1962965	1968486	feel like calling Ethan, maybe I take a look at this confidence page and do a little
1968466	1971895	diagnostic myself and say, hey, I'm seeing
1971875	1976907	This error message, let me check if there's something on the Confidence page that talks about that.
1977275	1979637	And so maybe I can help, self help.
1979657	1981918	Maybe I can fix my own problem.
1981898	1987335	Instead of having Ethan, instead of having to call Ethan and say,
1987315	1989087	and see if there's any points out ahead.
1989107	1991563	This has already been documented by Knowledge Base Sphere.
1991926	1993073	Go take a look at that.
1993053	1998304	So maybe that kind of a self-help process would be the first point.
1998284	2003738	for those classes of problems where network is down or
2003718	2005156	Uh...
2005878	2008373	the plumbing is broke.
2009218	2011129	If it's an enhancement request,
2011109	2013913	I in the accounting team just go to
2015142	2019062	JIRA, and I submit an enhancement request.
2019122	2021052	Maybe the form could be made fairly simple enough for me to
2021538	2022335	Understand.
2022922	2028645	And so that work, that intake process, I'm sort of offloading it.
2028625	2033320	what Krishna is suggesting is sharing that responsibility with the client teams
2033300	2038078	giving them enough tools to a diagnose themselves,
2038430	2041453	B submit requests themselves.
2041433	2044778	If that doesn't work, then maybe
2044758	2047782	Spock and the triage team might get on the phone with him.
2047762	2049612	But never call it Ethan.
2049632	2050858	Don't bug Ethan.
2050878	2051783	He's in a sprint.
2052165	2053452	That's a lot.
2053432	2058463	You know, once the sprint starts lockdown, they might let us even no longer available.
2058443	2063745	Because the work has been identified for that spring, and that is all they're going to do.
2063725	2067728	maybe there's a very urgent request that maybe
2067708	2069576	changes the spring backlog.
2069637	2073313	But no, once the spring backlog has been defined,
2073800	2077165	No more, no more, no more.
2077185	2078072	You're getting one of them.
2078052	2080765	Just told him that I got fired.
2080966	2083658	Just told him, yeah, we don't have a finance team anymore.
2083638	2087507	While we go by aliases.
2087749	2088535	Yeah.
2088515	2094171	But you know, those are some ideas we need to explore
2094151	2098947	Can we give these client teams some tools that A,
2099635	2101444	have less than help themselves.
2101846	2105798	and be for burning situations, right?
2105778	2110860	And then B, if they want something in the future, like an enhancement request,
2111212	2115771	They submitted themselves and it goes to Scott and he looks at it and says,
2116780	2121559	you know, yeah, this is a valid and that's my request.
2121539	2125305	engages with the submitter to say, what do you mean?
2125285	2127380	by what you said, maybe.
2127420	2131026	And so we flesh that out as a user story,
2131006	2136443	build a mock-up based on whatever they're looking for and then we say yep
2136423	2141455	You know, there's this set of 10 announcement requests that have come in.
2141435	2144560	Now we've got to prioritize them for the next break.
2144928	2147952	So that's the kind of work me and you spot.
2147932	2151985	and looking at us both as the product management team, the product team,
2151965	2154780	who are going to be interfacing with the client teams.
2155243	2157756	Ethan Moeller talks to the client teams.
2157736	2159207	being a little extreme here.
2159610	2161384	But, you know, the point is once
2161364	2164388	lockdown, Ethan and the team don't get interrupted.
2164368	2168202	Once the sprint is over, there's a small window where, yes,
2168182	2172741	Ethan takes a phone call or two but really we need to get away from that mindset of
2172721	2176290	get on the phone with Ethernet team, that's not going to work, right?
2176310	2177500	That's not going to scale.
2177699	2182917	And so maybe get on the phone with Scott.
2183453	2186595	but it all just have the,
2187149	2191489	getting on the phone should only be sort of last resort but
2191908	2197159	network is down or something is just completely not working then yeah you call Skype because
2197139	2200365	I cannot email or I cannot, you know,
2200345	2203369	I send this live, TV messages or whatever it is.
2203349	2207114	But, you know, and there is a regular cadence.
2207134	2209107	Scott meets with the client
2209087	2214321	We have folks every week, however often he doesn't, right?
2214301	2218084	And that's when they tell them, here's all the list of stuff that
2218705	2219772	It's not working.
2220014	2222068	I want new stuff, whatever it is.
2222591	2224665	And every week we
2224645	2227872	look at the stuff that they've given us from the past week,
2227852	2231061	We organize it, categorize it.
2231041	2236613	feed into the spring backlog, and then we communicate back to the plant team and say,
2237251	2239066	This is what we heard from you guys.
2239247	2241102	This is our plan to address it.
2241638	2246839	you know, look for this thing to come out in the next two weeks, three weeks, whatever it is, right?
2246819	2249893	So that is the intake process.
2249873	2255125	to address the vocal clients who are
2255341	2259968	dissatisfied, but it will require change from both the
2259948	2264794	client site as well as for Skype.
2265213	2270515	But yeah, just getting on the phone with Ethan or something is not working and team.
2270495	2276100	that's the thing that we need to break.
2276519	2279998	Absolutely, let's step in the right direction.
2282054	2284838	But yeah, this is good.
2284858	2286613	I'm getting a sense of it.
2289277	2292790	This is supposed to be, in my mind, this is supposed to be an introduction.
2292770	2296249	You're getting a good intro.
2296229	2300232	We're actually planning a little bit.
2301848	2303826	So what I want to do is
2304211	2309563	Adam, you'll be setting me up with the accounts or someone will be setting me up with the accounts and stuff like that.
2309543	2311150	Yeah, they're working on that today.
2311940	2312706	Okay, great.
2313250	2316718	So then I can look forward to, you know, I'll set up
2316698	2321123	one-on-one columns, Adam, Ethan, and Scott,
2321103	2325780	that you want to pull in, but I want to stop the intake process
2325760	2326909	How is that working?
2327292	2328381	The triage process.
2328784	2329893	I want to go to the GR.
2329913	2331062	I want to understand the development
2331042	2332069	process itself.
